1,24,2,216,6,8,3780,3,2,1,660,2,1,6,3,810,3,4,1,8,11088,1,2,1,32,1,16,1,2,72,2,2,9,72,1,2,18,1,1,6,8,1,528,3,24,1,3948,2,1,48,1,1,3,1232,4,1,24,1,675,1,1,18,1,330,4356,1,4,2,432,1,84,1,2,48,3,1,1,4320,76,4,20,18,1,8,1,6,1,12,1,2,900,1,2,324,1,1,24,
20,3,100,1,126,2,1,2912,4,16,2,288,6,1,24,5,1,6,4,1,72,3,1,75,3,1,1,8,80,5850,1,18,702,1,24,429,32,4,2,15,360,16,1,2,6,125,45,1,30,2,1,90,4,3,20,1,2,2,1,20,4,585,1,2,45,2,2,4680,2,3640,4,4,192,1,24,1,8,1,4,1,48,18,2,2,1521,1,1,36,6,1,75,1,8,2,4,264,1,
3,1,1,4,2,2688,1,72,1,3,1,1,3,2240,1,4,1,80,570,2,24,4,1456,24,4,28,32,1,24360,6,3,1,18,1,6,3,3,6,280,192,2,1,60,2,1,18,1,8064,210,2,60,51520,28,1,70,84,14,48,4,100,1,288,1,8,1,48,28,18,3,1,2,80,1,252,12,1,60,40,6,2,2,448,9,784,4,1,12,1,10,36,4,1,3,40,1,12,2,
1,4,1,120,1,12,1,4,20,2,9240,4,1,4,1800,9,8,2,12,6600,2,288,1,1,3,390,60,210,4,1,2,1,360,3,8,1,1,1,18,1,4,5040,2,3,45,1,4,6,2,5760,1,2,36,2,1,3,704,2,1,6,5,2,5,36,2,3,1,2,30,72,12,1,6000,15,1,1,6,1,225,120,1,1,9,1,1,5400,30,624,1,12,1,8,90,6120,8,1,6,
6,18,1,1,300,1,16,1,180,1,2,3,96,1,12,1,15232,1,1,84,2,1,6,168,15,416,1,16,1,4,14,1344,15,8,1,1,1,140,13104,2,1,3,128,32,1440,2,90,1,2,140,4,8,1,25344,2,80,1,4,12,4,30,160,48,1,24,1,400,8,1,1,1,80,9,1,20,4224,1,2,6,3,45,1,2,672,117,24,1,18,1,1,12,2,7,336,2,1,240,
1,2,12,204,1,4,390,6,20,34,6,1632,680,4,1,12,1,6,4,2,144,2,8,1,4,10,24,1,108,1,2,1,4,1,72,4,9435,2,6,18,1,180,2,1,3,24,1,1620,4,96,1,2,10,1,36,2,2,40800,20,2,60,1,2,12,1,30,18,48,2,8,2,312,1,28,1,2,36,9,1,1,2601,3,1320,1,2,2,24,1,1,1,1,1,680,1,1224,6,1,
20,828,324,4,4,128,1,4,1,96,2,1,24,1,2,180,2,12,1,1,13230,540,1,12,1,2,5,84,1,500,45,4,1,18,2,120,1,1,6,720,60,2,1,24,6,900,12,2,1,15,4,120,68688,12,1,72,3,4,1,4,1,23328,2,3,240,1,1,6,72,432,6,8,1,1440,2,24,8,4,11970,2,16,192,3,24,2,1,6,1,1,1728,20,576,1,10,6,1,6,
1,2,9,5,2,1,12,1,300,3,3,2,4,140,4,3040,2,76,75,2,16,1,24,10944,15,15,240,1,4,1,8,75,180,8,1,12,1,12,2,1,9,8,3,4,2,26,1,120,33516,2,176,1,196,1,20,1,6,1,1,525,8,1,108,2,1,24,148428,1,24,1,8,1,252,1,2,1,20,40,3,7182,9,1,2,24,76,3,2,12,6840,3,3,2,80,8,1,72,1,
6,2,1,96,2,4,18,336,1,4,27,6,1,72,3,1,2,44,10,8,1,6,1,1,3,2,1,16,1044,4,2,12,1,10,480,1,666,700,48,1,1,3,600,1,2,60,4,1,4,1,4,2,4,2,2,936,55,81,1,6,1,8,1,2,1,4,9,90000,2,8,1,144,6,2,2,2464,3,1,2,30,1,12,1,2,15,80,40,1,10,1920,2,1,9,1,1,12,1,
2,2,8,1,12600,5,20,1,8,1,10,48,2,4,7560,4,30,120,5,2,2,12,2,30,6,1,4,252,21924,1,8,3,2016,315,2,2,72,1,1,945,1,16,72,2,80,1,40,1,360,2,16,3,20,15,252,1764,8,2,36,1,165,15,2,12,18,2,3720,3,1,1,24,2,1,9,640,3,10,1,4,1,2,60,3,168,8,2,1,4,12,24,1,24,162,2,30,1008,5,
770,4,48,2,12,80,1,16,6,192,1,6,2340,1,2,1,2,5,180,1,8,1,2,2,72,6,12,1,60,2,16368,4,1,3,1056,6,8,6,2,20,2772,2,1,313632,2,8,1,6,10,1,1,12,1,3,1,1,12,1,1980,2,2,108,1,2,264,1,18,6,12760,8,88,2,24,48,1,1,48,1,24,3240,12,16,5,4,1,8,2,210,1,1,60,1,16,1,2,2,8,
1,4,1,360,10,3,1,2,3,5,252,1,2,5152,2,8,2,1656,368,7,300,25,1,1,3,1,648,4,2,31050,8,1,16,12,4,2,1,2,189,2,1,77280,12,1,1,92,345,4,6,736,92,135,2,1,828,598,1,11040,3,4,4,6,920,138,2,345,2,54,8,1,9315,30,1,1,2,8,35,1344,1,1,3,3680,10,1,90,4,1,2,2,60,1127,4,1,360,4,1,3,
1,192,12,1,2,144,3,6144,2,1,2,1,60,1,2,320,16,4,1,8,1,16896,2,30,20,18720,1,2112,2,1,2,2016,1,1,72,99,1,2,196,2,4,2,2,20,3,71760,1,8,1,12,600,4,1,30,2,1,4,2,32,120,8880,1,4,1,56,2,1,6,3,420,1,3696,2,2304,1,72,2,1,2,144,2,48,4,1344,1,8,432,40,3,2,1,6,3600,1,1,9,96,
1,1,1,8,6,4,1,64,36,2,4,2880,4,2,16,2,5,96,4,4,2,2,220,1,6,56,8,1,90,4,1,33,2,1,3,4,3,36,1,1,6,1,2064,9,243,1,84,1,4,1,6,1,4,18900,16,2,24,1,2,6,49,900,4,2,2,48,4,12,1,2,6,18,3,1,74750,1,4,6,1064,6,1,9,1,1,18,30,1,6,60,4,20,9000,2,16,4,4,10,
8,1,36,324,2,1,432,5,1,3,1,1,72,3,60,1,3978,2,1,3120,42,10,1,2,1,1,5,320,1,24,1,80,1,60,8,1,16,1,24,3200,8,15,9,8,2,1,4,8736,780,2,6,2,640,2,1,27,208,3,12480,2,4,81,1,6,624,8320,1,216,1,8,216,8,260,144,9,1,8,27,1,4,1638,2,1,756,4,3,44,2,6,2,1,30,1,2,15,1,1,
5,6,1,8,1,36,1,16,1215,8,12,1,2,120,1,2,6,1080,32,2,2,1,1863,2187,2,4,180,12,4,1,12,2,216,2,945,1512,78,14,2,10,2,1,4,1,10,36,3,1,1,448,2,4,1,144,4,2,108,8,4,3,2,2,93555,2,1,18,2,4,435,1,30,1,4,12,1,735,1,1,90,1,4,1872,1,1,6,1,135,1,8,384,2,30,4,1,60,12,56,
6,24,2,1,90,4,1,32,16,6,1,1,61152,4,6,2,1,12,1,1,800,2,2,3,560,1,3,1,12,900,48,1,1,3,1750,1,6,6,1,5040,18,1,4,3888,6,1,360,4,1,21,1,4,6,3,2,1,28,1,1680,6,1,20,54,1,2,9,1,1,580,24,2,220,1,14,6,1,2,12,1,12,14,1,308,14,63,2,1,2520,1,2,63,18,1,2,2,1,2,
126,1,30,396,2,4,3,72,6,1,1044,4,2,2436,232,1,36,2,4,18,1,10,12,6,48,6,1,4,8,1,2,4,22968,20,1,8,6496,2,40,1,168,1,48,6,4640,2,2,9,12,8,45,1,1,640,12,72,1,432,1,928,2,4,1,31552,6,32,2,90,1,6,1,1,30,5184,9,8,1,27,8,1,42,1,2610,6,24,9,1,2,1200,4,4,1,240,6,522,64,2,
2,32,1,12,1,216,11970,2,1,1800,2,60,4,1,18,1,119,135,2,1,4,48,2898,2,1,60,1,1,432,4,167400,1,12,1,208,1,18,1,2,1,2,4,1,14,1,54,1,26,54,228,1,8,1,24,2,1,48,1,12,2,256,1,96,2,1,6,1,2,33060,3,2,2,8,1,20,1,20160,14,1,36,476,24,1,4,1,150,84,6,2,1,1372,1,2,168,1,4,1,
1,2,8,1,30,60,1,10,1,6,1,1,39,4,4,21,1,2,152,80,9,1,2,9,2,1,12,640,6,1,1,8064,1,4,3,6912,1,62,14,1,120,10,2,144,2,8,14229,2,2,18,2,1,2880,1,40,4,1,28,1,2,1,4,1,6,72,14,20,4,1,420,8,1,7875,2,1,36,4,1,108,3,1,1,32,1,16,2,16,108,1,896,18,8,3,6,2,4,28,
4,40,1,1,6,1,56,72,36,6,6,72,4,1,3,7680,16,1,18,1,4,54912,1,48,1,16,27,1,2,12,1,6,2,3,312,1,24,1,19968,1,1,1,24,1,2,2,16,108,1,4,18,36,1,108,4320,24,2,36,2,6,2688,8,1,2,1,40,1,12,928,1,360,4,18,6,1,4032,1,4,1824,60,6,30,540,3,4,1,1,1,24,1,2,378,1,2816,198,1,2,
1,2,8,3,5940,12,2,1,3,1,1056,4,1,4,600,4,1,4,1,90,66528,20,2,6,8,12,8,4,6,2,3,10,480,8,1,24,1,5,585,5,8,300,1,16,12,1,2,252,24,1,2,3,12,1,1,3,4752,1,6,336,1,84,3,1,12,3,42966,22,5,12,1,20,1,500,1,8,18,3,209,5,4,1,4,1,20,18,4,720,3,2,1,6,1,6,7,1320,264,
5,4,90,50,2,1,6,2,5,2,2,9,78,140,1,36,4,8,116280,1,10,1,12,1,2,30,1,1,200,65280,12,8,1,816,24,1,1,3264,3,72,3,1,4,90,40,2,144,4,24,32,2,2652,1,1,18,2,2,96,1,18,4,1,42,1,2912,2,4,1,1624,1,16,120,1,1,4,3,768,3,38,54,14,2,1,2,4,4,1,21,5508,27,3,2,20,4,21,2,2,
42,12,3,1,1,16,1,96,9,6,1,9240,1,180,140,1,2,24,1,14,72,1,20,2,180,1,8,9800,1,1,30,3,870,1,1,144,3,1,12,2,16,168,18,1,1,48,2,1,63,3,1,21,2,36,1,12,2,1,490,1,6,20880,6,1,8,1,2,16,9,4,1,100100,30,2,1320,1,1,3,532,2,36,6,6,270,1365,1,80,6,1,1,8,140,120,1,20,1,48,
4,1,4536,7,18,6,36,3,48,9,9,2,128,6,2,2,144,1,1,6,1,30,6,648,1152,36,1,4,3,48,4,1,264,6,1,1,196,364,1,1,2,1,2,12,28,480,1,6,1,1,156,80,18,1,2,2080,36,4,1,4,8,4,1,28,1,6400,9,1,1,6048,1,4,2,1,4,1,252,1,24,1,4,1,312,4,1,2592,1,1,270,4,1,6,1,160,2,12,2,
1,16,1,12,2,3108,1,10,1,6,2,1,42,1,4,160,7548,1,6,3,4,1,504,1,2,3,1184,3696,1,6,1,2,5,5328,3,672,2,7,3,3672,4,4,144,12,1,3120,6,9,4,1,20,1,1,2,400,4,1,6,18,160,1,2,3,512,12,2,2,31080,1,8,1,1,6,32,1,20,1,740,1,2664,910,5,8,1,4,3,784,8,3,60,46620,36,2,4,1,4,1,
3344,1,24,2,1,9,14,1,10260,2,1,108,1,8,108,1,1,3,1200,1,1,1452,2,2,4,4,15,1,1,32,4,20,528,1,320,18,1,4,240,14,1,135,1,1,144,6,1,12,32,16,84,1,4,36,1,8,1,630,1,2,6,10,330,2,1,48,1,2,36,3040,48,12,1,1216,6,5016,1,200,1,2,7,12,20,6,858,1,1,120,4,1,15,1,2,4,4,400,6,
1,24,1,2,270,12,1,32,8,3,72,3,120,1,4,32,850,144,3,4,24,130,2,24,3,420,2,36,113100,35,1,2,1,1,15,1,98,1,1,1,32,2,4,630,1,1,15,3,320,1,8,15,8,6,2,1,1296,2,2,84,3,2,1,6,8,1,7812,12,2,1,12,2,2,42,1,1,60,2,24,360,6,1,1755,1,18,1,1,19500,1,1,12,2,900,2,1,24,1,
1,2,18,44,1,8,1,4,1,2800,1,4,9,160,1,224,6,4,1,6,1,1,14720,1,360,16,1,8,1,10,8000,135,1,6,2,4,75,8,1,60,1,50,1,1,12,1,60,1,1,6,3,4,18,2,1,600,1,108,20,1,432,4,72,2,1,960,25,1,2,1,8,60,72,16,35,1,5,1,1,3,2,4480,60,1,1,72,12,1,12,6,1,36,1,64,5,12,1,
3,1722,4,1,6,3,4,1,648,1,16,1,8,1,36,1,48,1,1,6,6048,2,2,159408,1,6,336,1,4,1,4,10,3,1400,1,54,1,2,30,1,20,54,82,2,24,27,1,4,192,3,2,1,1968,4,240,1,12,1,2,280,4,1,8,48,56,6,1,1,2156,12,1,10,6,1,8,3696,2,72,6,2,1,16,1,360,2,4,2,12,225,1,40,8,4,96,28,2,72,
12,8,1,16,1,756,1,12,1,20,6,72,1,4,35280,8,6,3,4,1404,1,6,1932,36,8,2,4,6,15,2016,2,4,48,6,128,4,1,30,48,3,10,3,8,9,6,1,12,270,2,648,2,1,9,1,2,6,2,10,6480,33,1,18,1,12,2,1,54,6,1,3,792,2,1,8640,1,6,8,1,3990,15,18,1,4,1,140,6,1,2,1980,105,1,1,4,6,1,1,14,
2,1,315,2,6,1,8,80,126,1,2,27,4,1,6,14,1,120,10,1,6,1,60,15,3,1,2,3,6,4,1,13760,4,1,4,1,420,1,12,1,2,27,4,1,66,1,2,27,1,1,48,3,4,2,2,594,2,1,3,2,50,144,4,1,60,8,1,12,2,4900,1,12,36,4,4,72,1,200,2,96,1,120,1,168,6,2,2,28,1,2,24,1,64,1,14,360,1,
1,126,4,1,27,12,1,9,441,6,88,1,50,8,1,3520,540,1,1,6,3,45,1,2,6,270,2,2,870,1,160,1,1368,2,4,252,1,308,2,1,2,24,1,1,3,9,1,1,132,1,5940,20,1,2,6,1,24,4,12,1,2,132,3,408,3,2,2,840,162,12,40,4,3,1,1,24,2,225,1,18,2,1,600,1,6,96,484,27,2,4,1,24,3,18,2,2,324,
28,10,1,18,2,1,945,1,20,4,1,4,1,28,4,16,16,4,6,6,32,1,552,2,80,1,128,1,2,4,20,896,1,1,36,1,16,1,2100,42,2,1,9,6,24,128,9,1,4,108,4,1,8,8,1,12,4,1,648,9,4,2,24,1,36,20,6,90,1,6,1,1,180,9,4,3,1,2,432,2,70,20,1,8,2,4,160,8,12,112,2,2700,1,1,54,1,10,
2,1,504,112,12,1,8,1,1,1,128,1056,12,2,1,24,1,46368,1,4,6,1,6,3,1,56,39744,2,24,1,2,1,8,8,2016,4,1,96,2,2,4,189,80,3,1,1,1296,6,1,30,1,560,3,1,1,252,1,16,1,24,1,1,1176,1,2,1,20,1,2,24,2,550,4,2,66,3,28980,30,1,2,24,1,720,378,1,40,4,6,1,1,1125,4,2,2,1,180,1,
4,144,1,2,27,3,2,6016,12,23970,21,1,2,24,300,1,32,1,1,3,48,15,138,1,2,72,1,1,1827,70,6,156,60,2,1,2,48,2,1,48,25,12,1,2,234,4,1,75,24,1,8,1,240,1,1008,1,6,45,2,1,2,2,1,18,1,2,3348,2,27,1,1,9,1,1,3,18,63,1,2,36,3,120,1,1,18,1,30,1,2,12,2,360,8,6,4,20,1,
2,2,24,2,2205,6,15,2,1,1,24,3192,10,4,1,4,1,10,280,12,6,1,2760,48,1,1,2,3465,1,2,2,2,1,378,1,2,3,2,4,24,1,10,18,3,1,1,3,3,1848,1,2,24,1,12,1,8,216,1,3,210,5,24,10,1,180,1,4,243,1,4,1152,8,624,1008,24,1,8,1,22800,2,1,16,2,4,1,2016,3,4,1,9,1,2,405,24,1,1,18,
385,1,2,3,8,140,100842,1,32,12,1,1,3528,1,210,210,32,12,16,2,1,18,14,1,60025,1,1,6,1,8,1,168,2,72,36,1,126,1,1,1,8,1,6,1050,2,40,8,1,1,1,150,1,4,120,2,6,7,72,48,1,360,2,1,60,1,200,1,4,1,144,2,2,4,1,4,640,1,3920,1,720,1,1,3,36,660,1,120,480,28,2,4,288,1,10,72,8,1,
4,2,18,72,1,2,15,30,1,1,3,2,54,1890,1,10,6,1,1,2,2,5,23,1944,12,1,588,1,12,4,120,4,6,21,1,8,15,980,5,36,2,1,3,1,63,8,1,1,36,8,1,12,2,48,1,72,1,2,3,112,2,48,2,1,12,160,24,1,24,8624,12,1,12,2,1,9,144,3,4,1,2000,4,360,1,4,2,84,1,1,2800,1,10,1,6,2,1,140,
1,2632,1,2,144,1,4,1,14805,16,2,1,15,33558,32,1,8,2,16,1,32,1,40,4,2,12,1,504,15,2,1,6,1,240,4,9212,1,1,4,9,1,4,525,1,2,12,6,6,1,20,66,1,1,6,1,1,4,4,3,12,1,176,1,56,1,60,1,2,2,1,14,9,1,12,243,2,1,30080,1,1368,1,2,42,2,4,36,6,1,1,224,40,1,900,1,108,4,1,
6,1,4,32,3,12,2,40,3,720,1,2,4,140,1,16,1,2,4104,24,1,273,21160,8,1,4,1,520,1,4,2,60,10,24,1,1,15,3,2,1,43940,1,2,6,1,110,1,40,2,12,1,4,540,1,2,9,1,1,27,2,4,1242,2,1,624,1,16,1,396,12,1,360,144,3,4,1,4410,1,272,1,136,4,1,108,1,4,1,96,3,1,2,192,6,2,1,432,1,
1,8,126,2,1,324,1,2,2,1,2,90,1,1,120,1,108,42,2,2,216,1,4,68040,12,1,6,1,16,1,21,56,2,1,8,16,2,1,168,1,1,36,2,1,3969,1,4,1,72,1,1,490,1,168,2,1,4,6,4,1,56,3,728,42,1,6,1,60,1,1,210,6,2,1,12,1144,36,1,1,6,1,50,1890,2,16,1,8,1,288,32,1,2,2,3,4,4,3,
30,2,1,72,1,4,6,168,1,12,287496,324,1,20,1,4,1,18,1,2,10,440,1,2,6,84,1,2,406,24,990,8,30,1,1,3,1,10,1,7344,2,1,3,160,1,8,9,704,1,12,108,4,8,1,840,1,2,9,1,4,1170,2,1,2,32,1,432,5,8,1,2,1,90,2,2,14520,1,24,2,30,2,1792,3,1,2,12672,32,5,3,2,2,6,6,18,1782,1,8,
1,48,12,1,84,1,180,19264,36,1,8,1,6,1,1290,12,6,88,3,1430,160,1,20,4,1,85800,40,3,2,1,12,1188,1,6,756,12,700,60,1,2,3,675,4,1,1,1,1080,6,4,1,4,1,2,24,1,12,2,2,720,1,14,1,4,8,1,1,3,98,150,12,2,6,2,7560,1,60,2,60,42,4,495,2,2,2310,90,1,1,9,48,20,144,72,1,4,1,96,11,
28,2,60,4,2,720,1,6,1,4,400,6,216,6,2,2016,1,6,720,4,1,6,16,10,4200,3,2,36,40,130,8,1,1,3,15,1,2,12,1,36,176,1,65,36,45,4,1,12,3,4,20,1,576,1,8,1,448,1,80,1,6,20,3,9,4,3,576,1,168,3,2592,2,1,6,336,1,18,4,1,4,1,1848,1,112,1,64,6,1,2,336,2,1,16,1,8,1,3528,
2,1,126,27,1,1,6,2,36,30,1,4,30,2,3600,9,4,1,18,1,8,2,12,1,80,2,15120,8,2,4,1,16,12,3,224,2,20,1,16,1,4,5,128,3,1,2,24,1,1,108,3,1,3,384,1,8,1,320,1,504,2,1,300,4,50,18,6,6750,174,2,4,1,324,1,14,4,1,3,12,1,2,27,12,24,14,2,8,2,8,1,2,3936,3,96,9,8,2,
320,18,1,4,288,4,180,1,1,18,4,1,12,1,4,12,595,4,1,24,144,1,4,11760,2,1,6,1,1,6,210,1,2,1,4,45,55,12,2,1,6,2268,1,12,2,12,15,72,1,8,1,2000,2,8,4,1,12,6,1,48,1,6,5,4,1,1,1,128,6,2,1,18720,1,6,6,1,2,54,1,6,864,1,4,3,392080,1,2,36,1,20,360,6,1,4,12,2,1,
2,1,12,4,2,1,2,32,1,80,1,80,1,1008,1,1,2040,16,1,4,1,1260,1,12,2,192,2,90,18,4,1,18,12,1,8,1,2,1,288,9,1,1,172,15,1,4,6,2,1584,2,1,2,2,1,30,7371,2,2,24,1,36,2,28,1,60,8,1,1,1,42,27,1,4,180,1,2,120393,1,8,810,6,2,1,44,1,4,2,1,10,1,112,3,4,1,55,64,4,
12,2,1,18,400,72,1,30,9,280,80,2,2,2,6,15,34,20,72,2,8,15,100,1,2,6,24,4480,2,1,60,1,480,224,8,1,4,1800,1,2,72,6,1,1,8,1,108,1,2,54,4,2,192,1,66,3,6,1,2,162,4,1,18,6,1,110,1364,4,6,1,1,30,6,1,8208,1,8,225,1,2,3,12,1330,2128,78,12,1,4,15,1,2,54,24,4104,1,2,1,
1,18,1,54168,1,2,27,1,4,36,1,1,9,1,1,360,2,1,30,1,1,36,1,4,500,1,2,1,5365,195,15,1,3,1,1,324,2,2,192,1,16,1,832,1,10,20,1,4,18,1,150,1,12,3,2,1,36,3,800,1,1,60,1,340,1,72,30,1,2,792,4,1,2925,6,126,1,1,3,2,20,2,42,1,296,1,252,4,17760,54,6,1,8,2,1,6,84,2,
48,1,60,1,24,18,144,4,1,30,8,2,39,3234,1,2,24,4,3,42,336,1,4,54,10800,6,20,120,1,1,3,672,1,32,12,1,1,280,1,24,1,48,2,3,1575,2,1,24,1,160,1,144,1,32,4,1,2,150,1,4,18,1,375,1,20,12,3,75,2,4,1458,1,28,1,10,1,8,1,2,2268,1,14,2,1,12,1,64,1,126,2,2,8,1,64,1,1,162,
2,6,1,2,3,24,1,512,156,18,1,30,2912,12,6,42,23800,4,1,1,6,100,1,4,4,1,60,4,4,2,4,1,50160,1,1,12,180,1,32,1,4,1,720,8,1,495,1,18,2,1,135,1,2,126,18,6,1,12,20,1,8,16,2,40,3,1,2,4200,162,1,4,90,1,4,3,32,1,3240,1,1,9,8,1,24,420,4,1,12,1,1225,1960,1,90,1,1,12,2,
1,12,42,144,3,1,2,3,5,42,792,10,2,1,28,1,5,648,2,56,1,2,12,1,2,3,324,6,1,144,12,8,1,6,105,1,1,1056,1,8,1,8,15,180,2,1,144,2,48,4,168,1,24,6,1,1,2688,18,1,6,3,6,1,504,14,3,1,2,60,1,1,1632,102,7344,12,1,1575,1,24,2,4,675,64,1,12,1,5100,1,13464,5,1,12,1,8,2550,18,1,
15,1,2,9,3,108,3,2,360,1,4,1,208,2,4,2,1122,4,6,1,6,60,45,1,4,42900,2,2,24,1,18150,1,8,2,64,12,1,1,128,9,4290,30,1,6,1,2,25,1,1,3,2,693,30,1,120,2,16,2,128,3,1,1,96,2,312,3,128,1,8,1,16038,858,6,2,1,24,1,16,1,24,1,96,1,24,1,8,6,72,1,4,56,16,2,2,5,16,2,
48,11,8640,1,1,1,16,120,1,4,1,108,1,36,1,32,1,6336,60,11,16,2,2,3,1536,1,5184,1,2,48,1,528,1,2,9,1,6,24,2,12288,1,4,2,16,4,1248,1,6,2,288,1,1,6,48,1,2100,3,1,2,12,1,4,14,1,6,1,1,36,1,40,1,4,1,112,2,32,4,1,18,8,149600,2,24,1,4,400,1,2,24,4,6,1,300,80,1,1,3,
1,1944,3,1,1,48,3,1,18,12,27,7068,248,1,120,1,24,12,7068,1,16,1,4,8,1,4,1,28,64,1,144,2,2,192,2,360,2,2,1,4,1,5292,4,2,30,1,198,810,3,2,135,8,1,2,8,5,4,264,8,6,312,32,2,36,1240,1,1,3,2,26040,1,4,3348,4,1,4,1,120,1,2,192,3,1,1,3744,2,2,48,1,420,6,4,1,8,1,2976,20,
1,4,12,16,1680,2,1,54,2,1,96,1,1,1,1,40,1,6,38,15600,1,288,15,24,1,720,1,65520,3,4,3,1,25,4,2,1,2,40,6,1,117,6,7,189,4,1,4,1,160,1,4,1,6480,4,6,270,1,1,1,1,25,9,1,2,3,120,3,1500,2,2,36,7,7,108,16,1,36,2,2,54,1,18,1440,3,130,16,1,4,1,32,1,6,18,4,1,4,1,
3,1,9,2,1,567,1,1,6,4,5,4,182,490,348,1,32,4,1,2,120,8,6,1,2,30,96,9,1,2,496,864,2,8,84,1,224,1,16,3,272,1,1,6,16,3,12,20,1,54,1,120,4,1,1,1,20,238,8,60,24,2,280,1,16,1,8,9,80,1,10,1,2,1,4,15,42630,1,374,18,24,1,4,672,1,4,1,32,1,36,280,216,1,4,1,16,2,
